0.000,-1
4.000,-1
8.000,-1
16.000,1
20.000,1
24.000,1
32.000,-1
36.000,-1
40.000,1
44.000,1
48.000,-1
56.000,-1
60.000,1
64.000,-1
68.000,-1
72.000,-1
80.000,1
84.000,1
88.000,1
96.000,-1
96.000,1
104.000,-1
104.000,1
112.000,-1
120.000,-1
124.000,1
128.000,-1
136.000,1
140.000,1
144.000,-1
148.000,1
152.000,-1
160.000,-1
164.000,-1
168.000,1
176.000,-1
176.000,1
180.000,-1
180.000,1
184.000,-1
184.000,1
192.000,-1
200.000,-1
204.000,1
208.000,1
216.000,1
220.000,1
224.000,-1
232.000,-1
236.000,1
240.000,-1
248.000,1
256.000,-1
264.000,-1
272.000,-1
276.000,-1
280.000,1
284.000,1
288.000,-1
296.000,-1
304.000,-1
304.000,1
312.000,-1
312.000,1
316.000,-1
316.000,1
320.000,1
324.000,1
328.000,1
336.000,-1
340.000,-1
344.000,-1
352.000,-1
352.000,1
360.000,1
362.000,-1
364.000,1
368.000,-1
376.000,-1
384.000,1
392.000,1
396.000,-1
400.000,1
408.000,-1
412.000,-1
416.000,1
424.000,-1
428.000,1
430.000,1
432.000,-1
436.000,-1
440.000,1
448.000,-1
448.000,1
