6.625,-1
6.625,1
9.625,-1
10.625,-1
10.625,1
12.625,1
13.625,1
14.625,-1
14.625,1
16.125,-1
17.625,-1
18.625,1
18.625,-1
20.625,1
21.625,1
22.625,-1
25.625,-1
26.625,1
29.625,-1
30.625,-1
32.125,1
33.625,1
34.625,-1
34.625,1
38.625,-1
38.625,1
39.625,1
40.125,-1
41.125,-1
41.625,1
42.625,1
43.125,-1
44.125,-1
44.625,1
45.625,1
46.125,-1
47.125,-1
47.625,1
48.625,1
49.125,-1
50.125,-1
50.625,1
51.625,1
52.625,-1
52.625,1
53.625,-1
54.625,-1
54.625,1
55.625,1
56.625,1
57.625,1
58.625,1
58.625,-1
59.625,-1
60.625,-1
61.625,-1
62.625,-1
62.625,1
64.625,-1
64.625,1
66.625,1
66.625,-1
67.625,-1
67.625,1
68.625,-1
69.125,-1
69.625,1
70.125,1
70.625,1
70.625,-1
71.625,-1
71.625,1
72.625,-1
72.625,1
73.625,-1
73.625,1
74.625,-1
74.625,1
75.625,-1
75.625,1
76.625,-1
76.625,1
77.625,1
78.125,-1
78.625,1
78.625,-1
79.625,-1
79.625,1
80.625,-1
80.625,1
81.625,-1
81.625,1
82.625,-1
82.625,1
83.625,-1
83.625,1
84.625,-1
85.625,-1
86.625,1
86.625,-1
87.625,-1
87.625,1
88.625,-1
88.625,1
89.625,-1
89.625,1
90.625,-1
90.625,1
91.625,-1
91.625,1
92.625,-1
92.625,1
93.625,-1
94.125,1
94.625,1
94.625,-1
95.625,-1
95.625,1
96.625,-1
96.625,1
97.625,-1
97.625,1
98.625,-1
98.625,1
99.625,-1
100.625,-1
100.625,1
101.625,1
102.625,-1
103.625,1
104.625,-1
105.125,1
106.125,-1
106.625,1
108.125,-1
109.625,-1
110.625,1
111.625,-1
112.625,1
113.125,-1
114.125,1
114.625,-1
115.625,1
117.125,-1
117.625,-1
118.625,-1
118.625,1
120.125,1
121.625,1
122.625,1
122.625,-1
124.125,-1
125.625,-1
126.625,-1
126.625,1
128.125,1
129.625,-1
130.625,-1
