2.000,-1
4.000,-1
6.000,-1
10.000,1
12.000,1
14.000,1
14.000,-1
18.000,-1
20.000,-1
22.000,-1
26.000,1
30.000,1
34.000,1
36.000,1
38.000,1
42.000,-1
46.000,-1
50.000,-1
52.000,-1
54.000,-1
58.000,1
62.000,-1
66.000,1
70.000,-1
74.000,1
76.000,1
78.000,1
82.000,-1
84.000,-1
86.000,-1
86.000,1
94.000,1
96.000,1
98.000,1
102.000,-1
104.000,-1
106.000,-1
110.000,-1
110.000,1
114.000,-1
114.000,1
118.000,1
120.000,1
122.000,1
126.000,-1
128.000,-1
130.000,-1
134.000,1
138.000,1
142.000,-1
144.000,-1
146.000,-1
150.000,1
154.000,-1
158.000,1
160.000,1
162.000,1
164.000,1
166.000,1
174.000,-1
174.000,1
178.000,-1
179.000,-1
180.000,-1
182.000,-1
182.000,1
186.000,1
187.000,1
188.000,1
190.000,-1
