4.000,-1
4.000,1
4.250,1
4.750,-1
5.000,-1
5.000,1
5.500,1
6.000,-1
6.500,1
6.750,-1
7.250,1
7.500,-1
8.000,1
8.000,-1
8.250,1
8.500,-1
8.750,1
9.000,-1
9.000,1
9.250,-1
9.500,1
9.750,-1
10.000,-1
10.000,1
10.500,-1
10.750,-1
10.750,1
11.250,1
11.500,-1
11.750,1
12.000,1
12.000,-1
12.500,-1
13.000,-1
13.000,1
13.250,1
13.500,-1
13.750,1
14.000,1
14.000,-1
14.250,-1
14.500,-1
14.750,-1
15.000,1
15.250,-1
15.500,1
15.750,1
16.000,-1
16.000,1
16.500,-1
16.750,1
17.000,-1
17.250,-1
17.500,1
17.750,1
18.000,-1
18.167,1
18.333,-1
18.500,1
19.000,-1
19.000,1
20.000,1
20.250,1
20.500,-1
20.750,-1
21.000,-1
21.250,-1
21.500,1
21.750,1
22.000,-1
22.042,1
22.500,1
22.750,1
23.000,-1
23.250,-1
23.500,1
23.750,1
24.000,-1
24.000,1
24.250,-1
24.500,-1
24.750,1
25.000,-1
25.250,-1
25.500,1
25.750,-1
26.000,-1
26.042,1
26.500,1
26.750,1
27.000,-1
27.250,-1
27.500,1
27.750,1
28.000,1
28.250,1
28.500,-1
28.750,-1
29.000,1
29.250,-1
29.500,1
29.750,-1
30.000,-1
30.250,-1
30.500,1
30.750,-1
31.000,1
31.250,-1
31.500,-1
31.750,1
32.000,-1
32.250,-1
32.500,-1
32.750,1
33.000,1
33.250,-1
33.500,1
33.750,1
34.000,-1
34.250,1
34.500,1
34.750,-1
35.000,1
35.000,-1
35.500,1
35.500,-1
36.000,-1
36.250,1
36.500,1
36.750,-1
37.000,1
37.250,1
37.500,-1
37.750,1
38.000,1
38.250,-1
38.500,1
38.750,1
39.875,-1
39.875,1
40.375,-1
40.375,1
40.625,-1
40.625,1
41.125,-1
41.375,-1
41.375,1
41.875,1
42.125,-1
42.125,1
42.625,-1
42.625,1
42.875,1
42.875,-1
43.250,1
43.750,1
44.000,1
44.250,-1
44.500,1
44.750,1
45.000,-1
45.250,1
46.000,1
46.250,-1
46.500,-1
46.750,1
47.000,-1
47.250,-1
48.000,-1
48.250,1
48.500,-1
48.750,-1
49.000,1
49.250,1
49.250,-1
49.750,-1
50.250,-1
50.250,1
50.750,1
51.250,-1
51.500,-1
51.750,1
52.000,1
52.250,-1
52.500,1
52.750,-1
53.000,1
53.250,-1
53.500,1
53.750,1
54.000,1
54.250,-1
54.500,1
54.750,-1
55.000,1
55.250,-1
55.500,1
55.750,1
56.000,1
56.250,-1
56.750,-1
56.750,1
57.250,-1
57.250,1
59.250,-1
59.250,1
59.500,1
59.750,-1
60.000,1
60.250,1
60.250,-1
60.500,-1
60.750,1
61.000,-1
61.250,-1
61.250,1
61.500,1
61.750,-1
62.000,1
62.250,-1
62.250,1
62.500,-1
62.750,1
63.000,-1
63.250,-1
63.250,1
63.833,1
64.000,-1
64.167,1
64.333,-1
64.833,1
65.250,-1
65.750,1
66.000,-1
66.250,1
67.250,-1
67.250,1
67.500,-1
67.750,1
68.000,-1
68.250,1
68.250,-1
68.500,1
68.750,-1
69.000,1
69.250,-1
69.250,1
69.500,-1
69.750,1
70.000,-1
70.250,-1
70.250,1
70.500,1
70.750,-1
71.000,1
71.250,-1
71.250,1
71.833,-1
72.000,1
72.167,-1
72.333,1
72.833,-1
73.250,-1
73.500,-1
73.750,1
74.000,1
74.250,1
74.750,1
74.750,-1
75.250,-1
77.250,-1
77.250,1
77.750,-1
77.750,1
78.250,-1
78.250,1
79.250,-1
79.250,1
79.500,1
79.750,-1
80.000,1
80.250,1
80.250,-1
80.500,-1
80.750,1
81.000,-1
81.250,-1
81.250,1
81.500,1
81.750,-1
82.000,1
82.250,1
82.250,-1
82.500,1
82.750,-1
83.000,1
83.250,1
83.500,1
83.750,-1
84.000,-1
84.250,1
84.500,1
84.750,-1
85.000,-1
85.250,-1
85.500,1
86.000,-1
86.250,1
86.750,1
87.000,1
87.250,-1
87.250,1
87.500,-1
87.750,1
88.000,-1
88.250,1
88.250,-1
88.750,1
89.000,-1
89.250,-1
89.250,1
89.750,1
90.250,1
90.250,-1
90.750,-1
91.250,-1
91.500,-1
91.750,1
92.000,-1
92.250,-1
92.500,1
92.750,-1
93.000,1
93.250,-1
93.500,1
93.750,-1
94.000,-1
94.250,-1
94.500,1
95.000,-1
95.000,1
95.750,1
95.875,-1
96.000,1
96.250,-1
96.500,1
96.750,-1
97.000,1
97.250,-1
97.500,-1
97.750,1
98.000,1
98.250,-1
98.500,-1
98.750,1
98.875,-1
99.000,1
99.750,-1
99.875,1
100.000,-1
100.250,1
100.500,-1
100.750,1
101.000,-1
101.250,1
101.500,-1
101.750,1
101.875,-1
102.000,1
102.250,-1
102.500,1
102.750,-1
103.000,-1
103.500,-1
103.750,1
104.000,-1
104.250,-1
104.375,1
104.500,-1
104.750,-1
105.000,1
105.375,-1
105.375,1
105.625,1
105.875,1
106.125,1
106.375,1
106.375,-1
106.625,-1
106.875,-1
107.125,-1
107.125,1
107.625,1
107.750,-1
107.875,1
108.000,-1
108.250,-1
108.375,1
108.500,-1
108.750,1
109.000,1
109.250,-1
109.500,-1
109.750,1
110.000,1
110.250,1
110.250,-1
110.500,-1
110.500,1
111.000,1
111.750,-1
112.000,1
112.250,-1
112.500,1
112.750,-1
113.000,1
113.125,-1
113.250,1
113.500,-1
113.625,1
113.750,-1
114.000,1
114.125,-1
114.250,1
114.500,-1
114.625,1
114.750,-1
115.000,1
116.000,1
116.500,-1
116.750,1
117.000,-1
117.750,-1
118.000,1
118.250,-1
118.500,1
119.125,-1
119.125,1
119.875,-1
120.125,1
120.375,1
120.625,-1
120.875,1
121.875,1
122.375,1
122.875,-1
123.125,1
123.250,-1
123.375,1
123.875,-1
124.125,1
124.250,-1
124.375,1
124.625,-1
124.875,1
125.000,-1
125.125,1
125.375,-1
125.625,1
125.750,-1
125.875,1
126.000,-1
126.125,1
126.250,-1
126.375,1
126.500,-1
126.625,1
126.750,-1
126.875,1
127.000,-1
127.125,1
127.250,-1
127.375,1
129.375,1
131.375,1
132.375,1
133.375,1
135.375,-1
137.375,-1
137.625,-1
137.875,-1
138.125,-1
138.375,-1
139.375,-1
140.375,-1
141.375,-1
141.875,1
142.375,1
142.875,1
143.375,-1
143.375,1
143.625,-1
143.875,1
144.125,-1
144.375,1
144.375,-1
144.625,1
144.875,-1
145.125,1
